film,track_name,artist_x,url,directory,filename,titles,name,artist_y,URL,midi_title
pulp fiction,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,data\midis\Big_Data_Set\D\D,Dancing-Queen-2.mid,dancing queen ,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,dancing queen 
pulp fiction,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,data\midis\Big_Data_Set\D\D,Dancing-Queen-3.mid,dancing queen ,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,dancing queen 
pulp fiction,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,data\midis\Big_Data_Set\D\D,Dancing-Queen-3.mid,dancing queen ,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,dancing queen 
pulp fiction,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,data\midis\Big_Data_Set\D\D,Dancing-Queen-3.mid,dancing queen ,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,dancing queen 
pulp fiction,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,data\midis\Big_Data_Set\D\D,Dancing-Queen-3.mid,dancing queen ,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,dancing queen 
pulp fiction,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,data\midis\Big_Data_Set\D\D,Dancing-Queen-4.mid,dancing queen ,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,dancing queen 
pulp fiction,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,data\midis\Big_Data_Set\D\D,Dancing-Queen-4.mid,dancing queen ,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,dancing queen 
pulp fiction,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,data\midis\Big_Data_Set\D\D,Dancing-Queen-4.mid,dancing queen ,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,dancing queen 
pulp fiction,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,data\midis\Big_Data_Set\D\D,Dancing-Queen-4.mid,dancing queen ,Dancing Queen,ABBA,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,dancing queen 
pulp fiction,"Sugar, Sugar",The Archies,https://open.spotify.com/track/4GAI8BxeMgrvhZNEU59UfR,data\midis\Big_Data_Set\A\A,Archies_-_Sugar_Sugar.mid,archies sugar sugar,"Sugar, Sugar",The Archies,https://open.spotify.com/track/3iSws76HjaU7k49EqJVTfF,archies sugar sugar
pulp fiction,"Sugar, Sugar",The Archies,https://open.spotify.com/track/4GAI8BxeMgrvhZNEU59UfR,data\midis\Big_Data_Set\S\S,SugarSugar-Archies.mid,sugarsugar archies,"Sugar, Sugar",The Archies,https://open.spotify.com/track/3iSws76HjaU7k49EqJVTfF,sugarsugar archies
pulp fiction,"Sugar, Sugar",The Archies,https://open.spotify.com/track/4GAI8BxeMgrvhZNEU59UfR,data\midis\Big_Data_Set\T\T,THE ARCHIES.Sugar sugar.MID,the archies sugar sugar,"Sugar, Sugar",The Archies,https://open.spotify.com/track/3iSws76HjaU7k49EqJVTfF,the archies sugar sugar
pulp fiction,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,data\midis\Big_Data_Set\P\P,Paint-It-Black-1.mid,paint it black ,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,paint it black 
pulp fiction,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,data\midis\Big_Data_Set\P\P,Paint-It-Black-1.mid,paint it black ,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,paint it black 
pulp fiction,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,data\midis\Big_Data_Set\P\P,Paint-It-Black-2.mid,paint it black ,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,paint it black 
pulp fiction,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,data\midis\Big_Data_Set\P\P,Paint-It-Black-2.mid,paint it black ,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,paint it black 
pulp fiction,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,data\midis\Big_Data_Set\R\R,rolling_stones-paint_it_black.mid,rolling stones paint it black,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,rolling stones paint it black
pulp fiction,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,data\midis\Big_Data_Set\R\R,rolling_stones-paint_it_black.mid,rolling stones paint it black,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,rolling stones paint it black
pulp fiction,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,data\midis\Big_Data_Set\R\R,Rolling_Stones_-_Paint_It_Black.mid,rolling stones paint it black,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,rolling stones paint it black
pulp fiction,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,data\midis\Big_Data_Set\R\R,Rolling_Stones_-_Paint_It_Black.mid,rolling stones paint it black,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,rolling stones paint it black
pulp fiction,Stand by Me,Ben E. King,https://open.spotify.com/track/3SdTKo2uVsxFblQjpScoHy,data\midis\Big_Data_Set\B\B,BEN.E.KING.Stand by me K.mid,ben e king stand by me k,Stand by Me,Ben E. King,https://open.spotify.com/track/3SdTKo2uVsxFblQjpScoHy,ben e king stand by me k
pulp fiction,Stand by Me,Ben E. King,https://open.spotify.com/track/3SdTKo2uVsxFblQjpScoHy,data\midis\Big_Data_Set\B\B,Ben_E_King_-_Stand_By_Me.mid,ben e king stand by me,Stand by Me,Ben E. King,https://open.spotify.com/track/3SdTKo2uVsxFblQjpScoHy,ben e king stand by me
pulp fiction,You Keep Me Hangin' On - Single Version,Vanilla Fudge,https://open.spotify.com/track/059LGQd42y87hQMHQyJGSU,data\midis\Big_Data_Set\V\V,Vanilla_Fudge_-_You_Keep_Me_Hangin_On.mid,vanilla fudge you keep me hangin on,You Keep Me Hangin' On - Single Version,Vanilla Fudge,https://open.spotify.com/track/059LGQd42y87hQMHQyJGSU,vanilla fudge you keep me hangin on
pulp fiction,The Chain - 2004 Remaster,Fleetwood Mac,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU,data\midis\Big_Data_Set\F\F,Fleetwood Mac - The Chain.mid,fleetwood mac the chain,The Chain - 2004 Remaster,Fleetwood Mac,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU,fleetwood mac the chain
guardians of the galaxy,The Chain - 2004 Remaster,Fleetwood Mac,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU,data\midis\Big_Data_Set\F\F,Fleetwood Mac - The Chain.mid,fleetwood mac the chain,The Chain - 2004 Remaster,Fleetwood Mac,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU,fleetwood mac the chain
pulp fiction,She's Just Killing Me,ZZ Top,https://open.spotify.com/track/0ih7vuNB91mvoJ7D6raq0q,data\midis\Big_Data_Set\Z\Z,zz_top-shes_just_killing_me.mid,zz top shes just killing me,She's Just Killing Me,ZZ Top,https://open.spotify.com/track/0ih7vuNB91mvoJ7D6raq0q,zz top shes just killing me
pulp fiction,How Soon Is Now? - 2011 Remaster,The Smiths,https://open.spotify.com/track/1YrnDTqvcnUKxAIeXyaEmU,data\midis\Big_Data_Set\T\T,The Smiths - How Soon Is Now.mid,the smiths how soon is now,How Soon Is Now? - 2011 Remaster,The Smiths,https://open.spotify.com/track/1YrnDTqvcnUKxAIeXyaEmU,the smiths how soon is now
pulp fiction,How Soon Is Now? - 2011 Remaster,The Smiths,https://open.spotify.com/track/1YrnDTqvcnUKxAIeXyaEmU,data\midis\Big_Data_Set\T\T,THE SMITHS.How soon.mid,the smiths how soon,How Soon Is Now? - 2011 Remaster,The Smiths,https://open.spotify.com/track/1YrnDTqvcnUKxAIeXyaEmU,the smiths how soon
pulp fiction,Landslide,Fleetwood Mac,https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ,data\midis\Big_Data_Set\F\F,FLEETWOOD MAC-S.NICKS.Landslide K.mid,fleetwood mac s nicks landslide k,Landslide,Hot Fox Karaoke,https://open.spotify.com/track/1CLmQjz22kX8Jdcizhcsby,fleetwood mac s nicks landslide k
pulp fiction,Landslide,Fleetwood Mac,https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ,data\midis\Big_Data_Set\F\F,Fleetwood_Mac_Landslide.mid,fleetwood mac landslide,Landslide,Fleetwood Mac,https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ,fleetwood mac landslide
django unchained,Freedom,Anthony Hamilton,https://open.spotify.com/track/6KufYdEosLjK6bEKPyz4oA,data\midis\Big_Data_Set\R\R,Rage Against the Machine - Freedom.mid,rage against the machine freedom,Freedom,Rage Against The Machine,https://open.spotify.com/track/48lQegoLqGAzaRLnMwK0mO,rage against the machine freedom
django unchained,Freedom,Anthony Hamilton,https://open.spotify.com/track/6KufYdEosLjK6bEKPyz4oA,data\midis\Big_Data_Set\W\W,WILLIAMS.Freedom96.mid,williams freedom ,Freedom,Pharrell Williams,https://open.spotify.com/track/6RB9YvNyP0RZfCUcMtZELH,williams freedom 
strawberry statement,Our House,"Crosby, Stills, Nash & Young",https://open.spotify.com/track/2hitsKa8SthKhRJBXUHbIv,data\midis\Big_Data_Set\C\C,CROSBY.Our house.mid,crosby our house,Our House,"Crosby, Stills, Nash & Young",https://open.spotify.com/track/2hitsKa8SthKhRJBXUHbIv,crosby our house
strawberry statement,Our House,"Crosby, Stills, Nash & Young",https://open.spotify.com/track/2hitsKa8SthKhRJBXUHbIv,data\midis\Big_Data_Set\M\M,Madness_-_Our_House.mid,madness our house,Our House,Madness,https://open.spotify.com/track/1qV6e4ITnfGmA6m6Vklvbi,madness our house
strawberry statement,Down by the River - 2009 Remaster,Neil Young,https://open.spotify.com/track/2EFtUP7BmsjHzhQqI6A4rp,data\midis\Big_Data_Set\N\N,Neil_Young_Down_by_the_River.mid,neil young down by the river,Down by the River - 2009 Remaster,Neil Young,https://open.spotify.com/track/2EFtUP7BmsjHzhQqI6A4rp,neil young down by the river
strawberry statement,"Also sprach Zarathustra, Op.30, TrV 176: Prelude (Sonnenaufgang)",Richard Strauss,https://open.spotify.com/track/3QVglLsbiwAk6lIpXrblVd,data\midis\Big_Data_Set\R\R,Richard-Strauss.mid,richard strauss,"Also sprach Zarathustra, Op.30, TrV 176: Prelude (Sonnenaufgang)",Richard Strauss,https://open.spotify.com/track/43YwOmGUOS3zzGvj1Feszb,richard strauss
strawberry statement,Give Peace A Chance,The Plastic Ono Band,https://open.spotify.com/track/0sUQj8SflMlJrqJE7Z4u9o,data\midis\Big_Data_Set\G\G,give_peace_a_chance.mid,give peace a chance,Give Peace A Chance,The Plastic Ono Band,https://open.spotify.com/track/0sUQj8SflMlJrqJE7Z4u9o,give peace a chance
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\I\I,I-Just-Called-To-Say-I-Love-You-1.mid,i just called to say i love you ,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,i just called to say i love you 
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\I\I,I-Just-Called-To-Say-I-Love-You-1.mid,i just called to say i love you ,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,i just called to say i love you 
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\I\I,I-Just-Called-To-Say-I-Love-You-1.mid,i just called to say i love you ,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,i just called to say i love you 
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\I\I,I-Just-Called-To-Say-I-Love-You-2.mid,i just called to say i love you ,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,i just called to say i love you 
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\I\I,I-Just-Called-To-Say-I-Love-You-2.mid,i just called to say i love you ,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,i just called to say i love you 
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\I\I,I-Just-Called-To-Say-I-Love-You-2.mid,i just called to say i love you ,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,i just called to say i love you 
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\I\I,I-Just-Called-To-Say-I-Love-You-3.mid,i just called to say i love you ,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,i just called to say i love you 
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\I\I,I-Just-Called-To-Say-I-Love-You-3.mid,i just called to say i love you ,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,i just called to say i love you 
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\I\I,I-Just-Called-To-Say-I-Love-You-3.mid,i just called to say i love you ,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,i just called to say i love you 
woman in red,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/0kVE2yBjTwnFqbsrXRKg5Y,data\midis\Big_Data_Set\S\S,stevie_wonder-i_just_called_to_say_i_love_you.mid,stevie wonder i just called to say i love you,I Just Called To Say I Love You,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,stevie wonder i just called to say i love you
top gun,"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,https://open.spotify.com/track/15MJ5NThPjj6xhPcts8MiY,data\midis\Big_Data_Set\B\B,Berlin_-_Take_My_Breath_Away.mid,berlin take my breath away,"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,https://open.spotify.com/track/15MJ5NThPjj6xhPcts8MiY,berlin take my breath away
top gun,Alone,Catatoneya,https://open.spotify.com/track/1H9z3HQIfWhmU9Hr3iKvMq,data\midis\Big_Data_Set\2,214Bee_Gees_-_Alone.mid, bee gees alone,Alone,Bee Gees,https://open.spotify.com/track/7GsoUeI9DtaTSjJHenyCNP, bee gees alone
top gun,Alone,Catatoneya,https://open.spotify.com/track/1H9z3HQIfWhmU9Hr3iKvMq,data\midis\Big_Data_Set\A\A,avril_lavigne-alone.mid,avril lavigne alone,Alone,Avril Lavigne,https://open.spotify.com/track/7CUPfpfuPwjicclWi4qKH4,avril lavigne alone
top gun,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,https://open.spotify.com/track/3hMHG6lx9QHVcfYSUr5PoM,data\midis\Big_Data_Set\K\K,Kenny_Loggins_-_Danger_Zone.mid,kenny loggins danger zone,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,https://open.spotify.com/track/34x6hEJgGAOQvmlMql5Ige,kenny loggins danger zone
top gun,You've Lost That Lovin' Feelin',The Righteous Brothers,https://open.spotify.com/track/5GMw6X6BbCDGO9gApQYRSa,data\midis\Big_Data_Set\D\D,DIAMOND.You've lost that lovin' feelin.mid,diamond you ve lost that lovin feelin,You've Lost That Lovin' Feelin',Neil Diamond,https://open.spotify.com/track/7nI8xWFvxZcnY3jWAnK76T,diamond you ve lost that lovin feelin
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,Great-Balls-Of-Fire-1.mid,great balls of fire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,great balls of fire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,Great-Balls-Of-Fire.mid,great balls of fire,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,great balls of fire
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,GreatBallsOfFire.mid,greatballsoffire,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,greatballsoffire03.mid,greatballsoffire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,greatballsoffire03.mid,greatballsoffire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,greatballsoffire03.mid,greatballsoffire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,greatballsoffire2.mid,greatballsoffire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,greatballsoffire2.mid,greatballsoffire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,greatballsoffire2.mid,greatballsoffire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,greatballsoffire3.mid,greatballsoffire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,greatballsoffire3.mid,greatballsoffire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\G\G,greatballsoffire3.mid,greatballsoffire ,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,greatballsoffire 
top gun,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,data\midis\Big_Data_Set\J\J,Jerry_Lee_Lewis_-_Great_Balls_of_Fire.mid,jerry lee lewis great balls of fire,Great Balls Of Fire,Jerry Lee Lewis,https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL,jerry lee lewis great balls of fire
top gun,Hungry Eyes,Eric Carmen,https://open.spotify.com/track/31H6au3jhblhr6MMJiXnCq,data\midis\Big_Data_Set\E\E,Eric_Carmen_-_Hungry_Eyes.mid,eric carmen hungry eyes,Hungry Eyes,Eric Carmen,https://open.spotify.com/track/31H6au3jhblhr6MMJiXnCq,eric carmen hungry eyes
top gun,Eye of the Tiger,Survivor,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e,data\midis\Big_Data_Set\E\E,EyeOfTheTiger-Survivor.mid,eyeofthetiger survivor,Eye of the Tiger,Survivor,https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2,eyeofthetiger survivor
top gun,Eye of the Tiger,Survivor,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e,data\midis\Big_Data_Set\E\E,eye_of_the_tiger2.mid,eye of the tiger ,Eye of the Tiger,Survivor,https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2,eye of the tiger 
top gun,Eye of the Tiger,Survivor,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e,data\midis\Big_Data_Set\E\E,eye_of_the_tiger2.mid,eye of the tiger ,Eye of the Tiger,Survivor,https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2,eye of the tiger 
top gun,Eye of the Tiger,Survivor,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e,data\midis\Big_Data_Set\E\E,eye_of_the_tiger3.mid,eye of the tiger ,Eye of the Tiger,Survivor,https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2,eye of the tiger 
top gun,Eye of the Tiger,Survivor,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e,data\midis\Big_Data_Set\E\E,eye_of_the_tiger3.mid,eye of the tiger ,Eye of the Tiger,Survivor,https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2,eye of the tiger 
top gun,Eye of the Tiger,Survivor,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e,data\midis\Big_Data_Set\S\S,Survivor_-_Eye_of_the_Tiger.mid,survivor eye of the tiger,Eye of the Tiger,Survivor,https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2,survivor eye of the tiger
guardians of the galaxy,Mr. Blue Sky,Electric Light Orchestra,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,data\midis\Big_Data_Set\E\E,ELO_Mr_Blue_Sky.mid,elo mr blue sky,Mr. Blue Sky,Electric Light Orchestra,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,elo mr blue sky
guardians of the galaxy,Father And Son,Yusuf / Cat Stevens,https://open.spotify.com/track/19slC7k8bsPOAKDjHYLU2W,data\midis\Big_Data_Set\C\C,Cat_Stevens_-_Father_and_Son.mid,cat stevens father and son,Father And Son,Yusuf / Cat Stevens,https://open.spotify.com/track/19slC7k8bsPOAKDjHYLU2W,cat stevens father and son
guardians of the galaxy,Don't Stop Me Now - 2011 Mix,Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,data\midis\Big_Data_Set\D\D,Don't-Stop-Me-Now.mid,don t stop me now,Don't Stop Me Now - 2011 Mix,Queen,https://open.spotify.com/track/7hQJA50XrCWABAu5v6QZ4i,don t stop me now
guardians of the galaxy,Don't Stop Me Now - 2011 Mix,Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,data\midis\Big_Data_Set\D\D,dont_stop_me_now.mid,dont stop me now,Don't Stop Me Now - 2011 Mix,Queen,https://open.spotify.com/track/7hQJA50XrCWABAu5v6QZ4i,dont stop me now
guardians of the galaxy,Don't Stop Me Now - 2011 Mix,Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,data\midis\Guitar_midkar.com_MIDIRip\MidiStudio\TKeener,DontStop.mid,dontstop,Don't Stop Me Now - 2011 Mix,Queen,https://open.spotify.com/track/7hQJA50XrCWABAu5v6QZ4i,dontstop
guardians of the galaxy,Brandy (You're a Fine Girl),Looking Glass,https://open.spotify.com/track/2BY7ALEWdloFHgQZG6VMLA,data\midis\Big_Data_Set\B\B,brandy-looking_glass.mid,brandy looking glass,Brandy (You're a Fine Girl),Looking Glass,https://open.spotify.com/track/2BY7ALEWdloFHgQZG6VMLA,brandy looking glass
guardians of the galaxy,Brandy (You're a Fine Girl),Looking Glass,https://open.spotify.com/track/2BY7ALEWdloFHgQZG6VMLA,data\midis\Big_Data_Set\L\L,Looking_Glass_-_Brandy_Youre_a_Fine_Girl.mid,looking glass brandy youre a fine girl,Brandy (You're a Fine Girl),Looking Glass,https://open.spotify.com/track/2BY7ALEWdloFHgQZG6VMLA,looking glass brandy youre a fine girl
guardians of the galaxy,Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,data\midis\Big_Data_Set\B\B,bohemian-rapsody.mid,bohemian rapsody,Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,bohemian rapsody
guardians of the galaxy,Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,data\midis\Big_Data_Set\B\B,Bohemian-Rhapsody-1.mid,bohemian rhapsody ,Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,bohemian rhapsody 
guardians of the galaxy,Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,data\midis\Big_Data_Set\B\B,Bohemian-Rhapsody-1.mid,bohemian rhapsody ,Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,bohemian rhapsody 
